repo_name,source_url,framework,model,context_variant,run_status,latency_ms,input_tokens,output_tokens,estimated_cost_usd,judge_model,self_judged,hallucination_judged,hallucination_score,total_claims,unsupported_claims,coverage_judged,coverage_score,total_facts,missing_facts,diagram_scored,diagram_module_f1,diagram_import_f1,diagram_endpoint_f1,diagram_overall_f1,text_overlap_scored,bleu4,rouge_l,meteor,bertscore_f1,quality_judged,quality_mean_score,quality_completeness,quality_conciseness,quality_correctness,quality_cohesiveness,quality_domain_specificity,failure_tags,error
nestjs-boilerplate,https://github.com/brocoders/nestjs-boilerplate,nestjs,qwen2.5-coder:7b,knowledge_graph,success,25713,3260,181,0.0,gemma2:9b,False,True,0.2,10,2,True,0.3019,106,74,True,1.0,0.0191,1.0,0.673,True,0.0121,0.1408,0.076,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,missed_framework_or_language,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
ack-nestjs-boilerplate,https://github.com/andrechristikan/ack-nestjs-boilerplate,nestjs,qwen2.5-coder:7b,raw,success,12436598,5814,81920,0.0,gemma2:9b,False,False,0.0,0,0,True,1.0,122,0,True,1.0,1.0,1.0,1.0,True,0.0,0.0002,0.0019,0.0,False,,,,,,,malformed_output,
ack-nestjs-boilerplate,https://github.com/andrechristikan/ack-nestjs-boilerplate,nestjs,qwen2.5-coder:7b,dependency_graph,success,105931,4098,722,0.0,gemma2:9b,False,True,1.0,58,58,True,1.0,122,0,True,1.0,1.0,1.0,1.0,True,0.0,0.0348,0.0,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology",
ack-nestjs-boilerplate,https://github.com/andrechristikan/ack-nestjs-boilerplate,nestjs,qwen2.5-coder:7b,knowledge_graph,success,104658,4098,769,0.0,gemma2:9b,False,True,0.764,89,68,True,1.0,122,0,True,1.0,1.0,1.0,1.0,True,0.0,0.0393,0.0,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology",
awesome-nest-boilerplate,https://github.com/NarHakobyan/awesome-nest-boilerplate,nestjs,qwen2.5-coder:7b,raw,success,59015,6235,176,0.0,gemma2:9b,False,True,0.4615,13,6,True,0.1064,94,84,True,1.0,1.0,1.0,1.0,True,0.0132,0.1194,0.1042,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,missed_framework_or_language,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
awesome-nest-boilerplate,https://github.com/NarHakobyan/awesome-nest-boilerplate,nestjs,qwen2.5-coder:7b,dependency_graph,success,95936,3967,699,0.0,gemma2:9b,False,True,0.2381,21,5,True,0.6383,94,34,True,1.0,1.0,1.0,1.0,True,0.0117,0.1053,0.087,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
awesome-nest-boilerplate,https://github.com/NarHakobyan/awesome-nest-boilerplate,nestjs,qwen2.5-coder:7b,knowledge_graph,success,19672,2350,152,0.0,gemma2:9b,False,True,0.7,10,7,True,0.0745,94,87,True,1.0,1.0,1.0,1.0,True,0.0131,0.1127,0.0882,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,missed_framework_or_language,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
domain-driven-hexagon,https://github.com/Sairyss/domain-driven-hexagon,nestjs,qwen2.5-coder:7b,raw,success,45115,5809,161,0.0,gemma2:9b,False,True,0.1818,11,2,True,0.2824,85,61,True,1.0,1.0,1.0,1.0,True,0.0105,0.1772,0.1639,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,missed_framework_or_language,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
domain-driven-hexagon,https://github.com/Sairyss/domain-driven-hexagon,nestjs,qwen2.5-coder:7b,dependency_graph,success,43213,2725,339,0.0,gemma2:9b,False,True,0.7143,14,10,True,0.4353,85,48,True,1.0,1.0,1.0,1.0,True,0.0106,0.1538,0.1435,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
domain-driven-hexagon,https://github.com/Sairyss/domain-driven-hexagon,nestjs,qwen2.5-coder:7b,knowledge_graph,success,38971,1855,320,0.0,gemma2:9b,False,True,1.0,11,11,True,0.4353,85,48,True,1.0,1.0,1.0,1.0,True,0.0066,0.1176,0.1175,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,fabricated_technology,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
nestjs-recipe,https://github.com/arielweinberger/nestjs-recipe,nestjs,qwen2.5-coder:7b,raw,success,31174,4100,119,0.0,gemma2:9b,False,True,0.2222,9,2,True,0.2576,66,49,True,1.0,1.0,1.0,1.0,True,0.0258,0.1754,0.0717,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,missed_framework_or_language,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
nestjs-recipe,https://github.com/arielweinberger/nestjs-recipe,nestjs,qwen2.5-coder:7b,dependency_graph,success,30032,1065,269,0.0,gemma2:9b,False,True,0.2,10,2,True,0.2424,66,50,True,1.0,1.0,1.0,1.0,True,0.023,0.1613,0.1056,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,missed_framework_or_language,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
nestjs-recipe,https://github.com/arielweinberger/nestjs-recipe,nestjs,qwen2.5-coder:7b,knowledge_graph,success,14161,868,129,0.0,gemma2:9b,False,True,0.1,10,1,True,0.2879,66,47,True,1.0,1.0,1.0,1.0,True,0.0154,0.186,0.0566,0.0,False,,,,,,,"fabricated_technology,missed_framework_or_language,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
nestjs-starter-rest-api,https://github.com/monstar-lab-oss/nestjs-starter-rest-api,nestjs,qwen2.5-coder:7b,raw,success,34751,5855,115,0.0,gemma2:9b,False,True,0.375,8,3,True,0.0842,95,87,True,1.0,1.0,1.0,1.0,True,0.0132,0.1311,0.0667,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,missed_framework_or_language,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
nestjs-starter-rest-api,https://github.com/monstar-lab-oss/nestjs-starter-rest-api,nestjs,qwen2.5-coder:7b,dependency_graph,success,41813,2674,326,0.0,gemma2:9b,False,True,0.3,10,3,True,0.2632,95,70,True,1.0,1.0,1.0,1.0,True,0.0121,0.1034,0.0503,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,fabricated_technology,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
nestjs-starter-rest-api,https://github.com/monstar-lab-oss/nestjs-starter-rest-api,nestjs,qwen2.5-coder:7b,knowledge_graph,success,27100,1615,238,0.0,gemma2:9b,False,True,0.1818,11,2,True,0.2632,95,70,True,1.0,1.0,1.0,1.0,True,0.0118,0.1071,0.0507,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
clean-architecture-nestJS,https://github.com/royib/clean-architecture-nestJS,nestjs,qwen2.5-coder:7b,raw,success,33831,5150,108,0.0,gemma2:9b,False,True,0.25,8,2,True,0.1358,81,70,True,1.0,1.0,1.0,1.0,True,0.0218,0.1231,0.087,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_dependency,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
clean-architecture-nestJS,https://github.com/royib/clean-architecture-nestJS,nestjs,qwen2.5-coder:7b,dependency_graph,success,26605,1589,225,0.0,gemma2:9b,False,True,0.3333,6,2,True,0.4568,81,44,True,1.0,1.0,1.0,1.0,True,0.0213,0.2,0.1684,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
clean-architecture-nestJS,https://github.com/royib/clean-architecture-nestJS,nestjs,qwen2.5-coder:7b,knowledge_graph,success,25983,1276,226,0.0,gemma2:9b,False,True,0.2,10,2,True,0.4568,81,44,True,1.0,1.0,1.0,1.0,True,0.0202,0.127,0.0729,0.0,False,,,,,,,"fabricated_technology,fabricated_technology,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_endpoint,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service,missed_class_or_service",
