repo_name,source_url,framework,model,context_variant,judge_model,self_judged,coverage_score,total_facts,missing_facts,missing_facts_list,coverage_judged,unmatched_verdict_items,unmatched_samples,hallucination_score,total_claims,unsupported_claims,hallucination_judged,elapsed_s,judged_at,error
domain-driven-hexagon,https://github.com/Sairyss/domain-driven-hexagon,nestjs,codellama:7b-instruct,dependency_graph,gemma2:9b,0,0.3882,85,52,"[""Dependency: @nestjs/microservices"", ""Dependency: @nestjs/platform-express"", ""Dependency: @nestjs/testing"", ""Dependency: @types/express"", ""Dependency: @types/jest"", ""Dependency: @types/node"", ""Dependency: @types/supertest"", ""Dependency: @types/uuid"", ""Dependency: dependency-cruiser"", ""Endpoint: POST /"", ""Endpoint: DELETE /"", ""Endpoint: GET /"", ""Class/Service: AppModule"", ""Class/Service: ApiErrorResponse"", ""Class/Service: IdResponse"", ""Class/Service: PaginatedQueryRequestDto"", ""Class/Service: ResponseBase"", ""Class/Service: AppRequestContext"", ""Class/Service: RequestContextService"", ""Class/Service: ContextInterceptor"", ""Class/Service: ExceptionInterceptor"", ""Class/Service: Command"", ""Class/Service: Paginated"", ""Class/Service: ArgumentInvalidException"", ""Class/Service: ArgumentNotProvidedException"", ""Class/Service: ArgumentOutOfRangeException"", ""Class/Service: ConflictException"", ""Class/Service: NotFoundException"", ""Class/Service: InternalServerErrorException"", ""Class/Service: Guard"", ""Class/Service: CreateUserCliController"", ""Class/Service: CreateUserCommand"", ""Class/Service: CreateUserHttpController"", ""Class/Service: CreateUserMessageController"", ""Class/Service: CreateUserRequestDto"", ""Class/Service: CreateUserService"", ""Class/Service: CreateUserGraphqlResolver"", ""Class/Service: CreateUserGqlRequestDto"", ""Class/Service: IdGqlResponse"", ""Class/Service: DeleteUserHttpController"", ""Class/Service: DeleteUserCommand"", ""Class/Service: DeleteUserService"", ""Class/Service: UserRepository"", ""Class/Service: UserAddressUpdatedDomainEvent"", ""Class/Service: UserCreatedDomainEvent"", ""Class/Service: UserDeletedDomainEvent"", ""Class/Service: UserRoleChangedDomainEvent"", ""Class/Service: UserEntity"", ""Class/Service: UserAlreadyExistsError"", ""Class/Service: Address"", ""Class/Service: UserGraphqlResponseDto"", ""Class/Service: UserPaginatedGraphqlResponseDto""]",1,0,[],0.069,29,"['background worker', 'database module for managing migrations and seeding the database']",1,110.4,2026-08-27 15:37:03,
domain-driven-hexagon,https://github.com/Sairyss/domain-driven-hexagon,nestjs,codellama:7b-instruct,knowledge_graph,gemma2:9b,0,0.4353,85,48,"[""Dependency: @nestjs/microservices"", ""Dependency: @nestjs/platform-express"", ""Dependency: @nestjs/cli"", ""Dependency: @nestjs/schematics"", ""Dependency: @nestjs/testing"", ""Endpoint: POST /"", ""Endpoint: DELETE /"", ""Endpoint: GET /"", ""Class/Service: AppModule"", ""Class/Service: ApiErrorResponse"", ""Class/Service: IdResponse"", ""Class/Service: PaginatedQueryRequestDto"", ""Class/Service: ResponseBase"", ""Class/Service: AppRequestContext"", ""Class/Service: RequestContextService"", ""Class/Service: ContextInterceptor"", ""Class/Service: ExceptionInterceptor"", ""Class/Service: Command"", ""Class/Service: Paginated"", ""Class/Service: ArgumentInvalidException"", ""Class/Service: ArgumentNotProvidedException"", ""Class/Service: ArgumentOutOfRangeException"", ""Class/Service: ConflictException"", ""Class/Service: NotFoundException"", ""Class/Service: InternalServerErrorException"", ""Class/Service: Guard"", ""Class/Service: CreateUserCliController"", ""Class/Service: CreateUserCommand"", ""Class/Service: CreateUserHttpController"", ""Class/Service: CreateUserMessageController"", ""Class/Service: CreateUserRequestDto"", ""Class/Service: CreateUserService"", ""Class/Service: CreateUserGraphqlResolver"", ""Class/Service: CreateUserGqlRequestDto"", ""Class/Service: IdGqlResponse"", ""Class/Service: DeleteUserHttpController"", ""Class/Service: DeleteUserCommand"", ""Class/Service: DeleteUserService"", ""Class/Service: UserRepository"", ""Class/Service: UserAddressUpdatedDomainEvent"", ""Class/Service: UserCreatedDomainEvent"", ""Class/Service: UserDeletedDomainEvent"", ""Class/Service: UserRoleChangedDomainEvent"", ""Class/Service: UserEntity"", ""Class/Service: UserAlreadyExistsError"", ""Class/Service: Address"", ""Class/Service: UserGraphqlResponseDto"", ""Class/Service: UserPaginatedGraphqlResponseDto""]",1,0,[],0.5789,19,"['TypeORM', 'eslint', 'eslint-config-prettier', 'eslint-plugin-prettier', 'jest', 'ts-jest', 'ts-loader', 'ts-node', 'tsconfig-paths', 'source-map-support', 'supertest']",1,107.3,2026-08-27 15:38:53,
nestjs-recipe,https://github.com/arielweinberger/nestjs-recipe,nestjs,codellama:7b-instruct,raw,gemma2:9b,0,0.0,66,66,"[""Framework: nestjs ^7.5.1"", ""Language: typescript"", ""Dependency: @hapi/joi"", ""Dependency: @nestjs/common"", ""Dependency: @nestjs/config"", ""Dependency: @nestjs/core"", ""Dependency: @nestjs/jwt"", ""Dependency: @nestjs/passport"", ""Dependency: @nestjs/platform-express"", ""Dependency: @nestjs/typeorm"", ""Dependency: @types/passport-jwt"", ""Dependency: bcrypt"", ""Dependency: class-transformer"", ""Dependency: class-validator"", ""Dependency: passport"", ""Dependency: passport-jwt"", ""Dependency: pg"", ""Dependency: reflect-metadata"", ""Dependency: rimraf"", ""Dependency: rxjs"", ""Dependency: typeorm"", ""Dependency: @nestjs/cli"", ""Dependency: @nestjs/schematics"", ""Dependency: @nestjs/testing"", ""Dependency: @types/express"", ""Dependency: @types/hapi__joi"", ""Dependency: @types/jest"", ""Dependency: @types/node"", ""Dependency: @types/supertest"", ""Dependency: @typescript-eslint/eslint-plugin"", ""Dependency: @typescript-eslint/parser"", ""Dependency: eslint"", ""Dependency: eslint-config-prettier"", ""Dependency: eslint-plugin-prettier"", ""Dependency: jest"", ""Dependency: prettier"", ""Dependency: supertest"", ""Dependency: ts-jest"", ""Dependency: ts-loader"", ""Dependency: ts-node"", ""Dependency: tsconfig-paths"", ""Dependency: typescript"", ""Endpoint: POST /auth/signup"", ""Endpoint: POST /auth/signin"", ""Endpoint: GET /tasks"", ""Endpoint: GET /tasks/:id"", ""Endpoint: POST /tasks"", ""Endpoint: DELETE /tasks/:id"", ""Endpoint: PATCH /tasks/:id/status"", ""Class/Service: AppModule"", ""Class/Service: AuthController"", ""Class/Service: AuthModule"", ""Class/Service: AuthService"", ""Class/Service: AuthCredentialsDto"", ""Class/Service: JwtStrategy"", ""Class/Service: User"", ""Class/Service: UsersRepository"", ""Class/Service: CreateTaskDto"", ""Class/Service: GetTasksFilterDto"", ""Class/Service: UpdateTaskStatusDto"", ""Class/Service: Task"", ""Class/Service: TasksController"", ""Class/Service: TasksModule"", ""Class/Service: TasksRepository"", ""Class/Service: TasksService"", ""Class/Service: TransformInterceptor""]",1,0,[],0.375,8,"['TypeORM', 'JWT', 'background worker']",1,109.6,2026-08-27 15:40:40,
nestjs-recipe,https://github.com/arielweinberger/nestjs-recipe,nestjs,codellama:7b-instruct,dependency_graph,gemma2:9b,0,0.6364,66,24,"[""Endpoint: POST /auth/signup"", ""Endpoint: POST /auth/signin"", ""Endpoint: GET /tasks"", ""Endpoint: GET /tasks/:id"", ""Endpoint: POST /tasks"", ""Endpoint: DELETE /tasks/:id"", ""Endpoint: PATCH /tasks/:id/status"", ""Class/Service: AppModule"", ""Class/Service: AuthController"", ""Class/Service: AuthModule"", ""Class/Service: AuthService"", ""Class/Service: AuthCredentialsDto"", ""Class/Service: JwtStrategy"", ""Class/Service: User"", ""Class/Service: UsersRepository"", ""Class/Service: CreateTaskDto"", ""Class/Service: GetTasksFilterDto"", ""Class/Service: UpdateTaskStatusDto"", ""Class/Service: Task"", ""Class/Service: TasksController"", ""Class/Service: TasksModule"", ""Class/Service: TasksRepository"", ""Class/Service: TasksService"", ""Class/Service: TransformInterceptor""]",1,0,[],0.1,10,['PostgreSQL'],1,47.7,2026-08-27 15:42:30,
nestjs-recipe,https://github.com/arielweinberger/nestjs-recipe,nestjs,codellama:7b-instruct,knowledge_graph,gemma2:9b,0,1.0,66,0,[],1,0,[],0.0323,31,['background worker'],1,15.9,2026-08-27 15:43:18,
nestjs-starter-rest-api,https://github.com/monstar-lab-oss/nestjs-starter-rest-api,nestjs,codellama:7b-instruct,raw,gemma2:9b,0,0.0526,95,90,"[""Dependency: @nestjs/config"", ""Dependency: @nestjs/jwt"", ""Dependency: @nestjs/passport"", ""Dependency: @nestjs/platform-express"", ""Dependency: @nestjs/swagger"", ""Dependency: @nestjs/typeorm"", ""Dependency: @types/uuid"", ""Dependency: bcrypt"", ""Dependency: class-transformer"", ""Dependency: class-validator"", ""Dependency: dotenv"", ""Dependency: joi"", ""Dependency: passport"", ""Dependency: passport-jwt"", ""Dependency: passport-local"", ""Dependency: pg"", ""Dependency: reflect-metadata"", ""Dependency: rimraf"", ""Dependency: rxjs"", ""Dependency: swagger-ui-express"", ""Dependency: typeorm"", ""Dependency: uuid"", ""Dependency: winston"", ""Dependency: @commitlint/cli"", ""Dependency: @commitlint/config-conventional"", ""Dependency: @nestjs/cli"", ""Dependency: @nestjs/schematics"", ""Dependency: @nestjs/testing"", ""Dependency: @types/bcrypt"", ""Dependency: @types/express"", ""Dependency: @types/jest"", ""Dependency: @types/node"", ""Dependency: @types/passport-jwt"", ""Dependency: @types/passport-local"", ""Dependency: @types/pg"", ""Dependency: @types/supertest"", ""Dependency: @typescript-eslint/eslint-plugin"", ""Dependency: @typescript-eslint/parser"", ""Endpoint: GET /"", ""Endpoint: POST /articles"", ""Endpoint: GET /articles"", ""Endpoint: GET /articles/:id"", ""Endpoint: PATCH /articles/:id"", ""Endpoint: DELETE /articles/:id"", ""Endpoint: POST /auth/login"", ""Endpoint: POST /auth/register"", ""Endpoint: POST /auth/refresh-token"", ""Endpoint: GET /users/me"", ""Endpoint: GET /users"", ""Endpoint: GET /users/:id"", ""Endpoint: PATCH /users/:id"", ""Class/Service: CreateUsers1658910111727"", ""Class/Service: CreateArticles1658910213536"", ""Class/Service: AppController"", ""Class/Service: AppModule"", ""Class/Service: AppService"", ""Class/Service: ArticleModule"", ""Class/Service: ArticleController"", ""Class/Service: CreateArticleInput"", ""Class/Service: UpdateArticleInput"", ""Class/Service: ArticleOutput"", ""Class/Service: AuthorOutput"", ""Class/Service: Article"", ""Class/Service: ArticleRepository"", ""Class/Service: ArticleAclService"", ""Class/Service: ArticleService"", ""Class/Service: AuthModule"", ""Class/Service: AuthController"", ""Class/Service: LoginInput"", ""Class/Service: RefreshTokenInput"", ""Class/Service: RegisterInput"", ""Class/Service: RegisterOutput"", ""Class/Service: AuthTokenOutput"", ""Class/Service: UserAccessTokenClaims"", ""Class/Service: UserRefreshTokenClaims"", ""Class/Service: JwtAuthGuard"", ""Class/Service: JwtRefreshGuard"", ""Class/Service: LocalAuthGuard"", ""Class/Service: AuthService"", ""Class/Service: JwtAuthStrategy"", ""Class/Service: JwtRefreshStrategy"", ""Class/Service: LocalStrategy"", ""Class/Service: BaseAclService"", ""Class/Service: BaseApiResponse"", ""Class/Service: ExtendedBaseApiResponse"", ""Class/Service: BaseApiErrorObject"", ""Class/Service: BaseApiErrorResponse"", ""Class/Service: PaginationParamsDto"", ""Class/Service: BaseApiException"", ""Class/Service: AllExceptionsFilter""]",1,1,"[""Class: RolesGuard""]",0.4,10,"['PostgreSQL', 'User', 'Article', 'Shared']",1,169.9,2026-08-27 15:43:33,
nestjs-starter-rest-api,https://github.com/monstar-lab-oss/nestjs-starter-rest-api,nestjs,codellama:7b-instruct,dependency_graph,gemma2:9b,0,1.0,95,0,[],1,0,[],0.0625,16,['PostgreSQL'],1,14.9,2026-08-27 15:46:23,
nestjs-starter-rest-api,https://github.com/monstar-lab-oss/nestjs-starter-rest-api,nestjs,codellama:7b-instruct,knowledge_graph,gemma2:9b,0,0.2632,95,70,"[""Dependency: @nestjs/platform-express"", ""Dependency: @nestjs/swagger"", ""Dependency: @commitlint/cli"", ""Dependency: @commitlint/config-conventional"", ""Dependency: @nestjs/cli"", ""Dependency: @nestjs/schematics"", ""Dependency: @nestjs/testing"", ""Dependency: @types/bcrypt"", ""Dependency: @types/express"", ""Dependency: @types/jest"", ""Dependency: @types/node"", ""Dependency: @types/passport-jwt"", ""Dependency: @types/passport-local"", ""Dependency: @types/pg"", ""Dependency: @types/supertest"", ""Dependency: @typescript-eslint/eslint-plugin"", ""Dependency: @typescript-eslint/parser"", ""Endpoint: GET /"", ""Endpoint: POST /articles"", ""Endpoint: GET /articles"", ""Endpoint: GET /articles/:id"", ""Endpoint: PATCH /articles/:id"", ""Endpoint: DELETE /articles/:id"", ""Endpoint: POST /auth/login"", ""Endpoint: POST /auth/register"", ""Endpoint: POST /auth/refresh-token"", ""Endpoint: GET /users/me"", ""Endpoint: GET /users"", ""Endpoint: GET /users/:id"", ""Endpoint: PATCH /users/:id"", ""Class/Service: CreateUsers1658910111727"", ""Class/Service: CreateArticles1658910213536"", ""Class/Service: AppController"", ""Class/Service: AppModule"", ""Class/Service: AppService"", ""Class/Service: ArticleModule"", ""Class/Service: ArticleController"", ""Class/Service: CreateArticleInput"", ""Class/Service: UpdateArticleInput"", ""Class/Service: ArticleOutput"", ""Class/Service: AuthorOutput"", ""Class/Service: Article"", ""Class/Service: ArticleRepository"", ""Class/Service: ArticleAclService"", ""Class/Service: ArticleService"", ""Class/Service: AuthModule"", ""Class/Service: AuthController"", ""Class/Service: LoginInput"", ""Class/Service: RefreshTokenInput"", ""Class/Service: RegisterInput"", ""Class/Service: RegisterOutput"", ""Class/Service: AuthTokenOutput"", ""Class/Service: UserAccessTokenClaims"", ""Class/Service: UserRefreshTokenClaims"", ""Class/Service: JwtAuthGuard"", ""Class/Service: JwtRefreshGuard"", ""Class/Service: LocalAuthGuard"", ""Class/Service: RolesGuard"", ""Class/Service: AuthService"", ""Class/Service: JwtAuthStrategy"", ""Class/Service: JwtRefreshStrategy"", ""Class/Service: LocalStrategy"", ""Class/Service: BaseAclService"", ""Class/Service: BaseApiResponse"", ""Class/Service: ExtendedBaseApiResponse"", ""Class/Service: BaseApiErrorObject"", ""Class/Service: BaseApiErrorResponse"", ""Class/Service: PaginationParamsDto"", ""Class/Service: BaseApiException"", ""Class/Service: AllExceptionsFilter""]",1,0,[],0.1579,19,"['JavaScript', 'TypeORM', 'PostgreSQL']",1,139.1,2026-08-27 15:46:38,
clean-architecture-nestJS,https://github.com/royib/clean-architecture-nestJS,nestjs,codellama:7b-instruct,raw,gemma2:9b,0,0.037,81,78,"[""Framework: nestjs ^8.0.0"", ""Language: typescript"", ""Dependency: @nestjs/common"", ""Dependency: @nestjs/core"", ""Dependency: @nestjs/mapped-types"", ""Dependency: @nestjs/mongoose"", ""Dependency: @nestjs/platform-express"", ""Dependency: class-validator"", ""Dependency: mongoose"", ""Dependency: mongoose-autopopulate"", ""Dependency: reflect-metadata"", ""Dependency: rimraf"", ""Dependency: rxjs"", ""Dependency: @nestjs/cli"", ""Dependency: @nestjs/schematics"", ""Dependency: @nestjs/testing"", ""Dependency: @types/express"", ""Dependency: @types/jest"", ""Dependency: @types/node"", ""Dependency: @types/supertest"", ""Dependency: @typescript-eslint/eslint-plugin"", ""Dependency: @typescript-eslint/parser"", ""Dependency: eslint"", ""Dependency: eslint-config-prettier"", ""Dependency: eslint-plugin-prettier"", ""Dependency: jest"", ""Dependency: prettier"", ""Dependency: source-map-support"", ""Dependency: supertest"", ""Dependency: ts-jest"", ""Dependency: ts-loader"", ""Dependency: ts-node"", ""Dependency: tsconfig-paths"", ""Dependency: typescript"", ""Endpoint: GET /"", ""Endpoint: GET /api/author"", ""Endpoint: GET /api/author/:id"", ""Endpoint: POST /api/author"", ""Endpoint: PUT /api/author/:id"", ""Endpoint: GET /api/book"", ""Endpoint: GET /api/book/:id"", ""Endpoint: POST /api/book"", ""Endpoint: PUT /api/book/:id"", ""Endpoint: GET /api/genre"", ""Endpoint: GET /api/genre/:id"", ""Endpoint: POST /api/genre"", ""Endpoint: PUT /api/genre/:id"", ""Class/Service: AppModule"", ""Class/Service: AppController"", ""Class/Service: AuthorController"", ""Class/Service: BookController"", ""Class/Service: GenreController"", ""Class/Service: CreateAuthorDto"", ""Class/Service: UpdateAuthorDto"", ""Class/Service: CreateBookDto"", ""Class/Service: UpdateBookDto"", ""Class/Service: CreateBookResponseDto"", ""Class/Service: CreateGenreDto"", ""Class/Service: UpdateGenreDto"", ""Class/Service: Author"", ""Class/Service: Book"", ""Class/Service: Genre"", ""Class/Service: SalesforceServicesModule"", ""Class/Service: SalesforceService"", ""Class/Service: MongoDataServicesModule"", ""Class/Service: MongoDataServices"", ""Class/Service: MongoGenericRepository"", ""Class/Service: CrmServicesModule"", ""Class/Service: DataServicesModule"", ""Class/Service: AuthorFactoryService"", ""Class/Service: AuthorUseCasesModule"", ""Class/Service: AuthorUseCases"", ""Class/Service: BookFactoryService"", ""Class/Service: BookUseCasesModule"", ""Class/Service: BookUseCases"", ""Class/Service: GenreFactoryService"", ""Class/Service: GenreUseCasesModule"", ""Class/Service: GenreUseCases""]",1,0,[],0.1667,6,['MongoDB'],1,138.7,2026-08-27 15:48:57,
clean-architecture-nestJS,https://github.com/royib/clean-architecture-nestJS,nestjs,codellama:7b-instruct,dependency_graph,gemma2:9b,0,0.4568,81,44,"[""Endpoint: GET /"", ""Endpoint: GET /api/author"", ""Endpoint: GET /api/author/:id"", ""Endpoint: POST /api/author"", ""Endpoint: PUT /api/author/:id"", ""Endpoint: GET /api/book"", ""Endpoint: GET /api/book/:id"", ""Endpoint: POST /api/book"", ""Endpoint: PUT /api/book/:id"", ""Endpoint: GET /api/genre"", ""Endpoint: GET /api/genre/:id"", ""Endpoint: POST /api/genre"", ""Endpoint: PUT /api/genre/:id"", ""Class/Service: AppModule"", ""Class/Service: AppController"", ""Class/Service: AuthorController"", ""Class/Service: BookController"", ""Class/Service: GenreController"", ""Class/Service: CreateAuthorDto"", ""Class/Service: UpdateAuthorDto"", ""Class/Service: CreateBookDto"", ""Class/Service: UpdateBookDto"", ""Class/Service: CreateBookResponseDto"", ""Class/Service: CreateGenreDto"", ""Class/Service: UpdateGenreDto"", ""Class/Service: Author"", ""Class/Service: Book"", ""Class/Service: Genre"", ""Class/Service: SalesforceServicesModule"", ""Class/Service: SalesforceService"", ""Class/Service: MongoDataServicesModule"", ""Class/Service: MongoDataServices"", ""Class/Service: MongoGenericRepository"", ""Class/Service: CrmServicesModule"", ""Class/Service: DataServicesModule"", ""Class/Service: AuthorFactoryService"", ""Class/Service: AuthorUseCasesModule"", ""Class/Service: AuthorUseCases"", ""Class/Service: BookFactoryService"", ""Class/Service: BookUseCasesModule"", ""Class/Service: BookUseCases"", ""Class/Service: GenreFactoryService"", ""Class/Service: GenreUseCasesModule"", ""Class/Service: GenreUseCases""]",1,0,[],0.1,10,['MongoDB'],1,86.5,2026-08-27 15:51:16,
clean-architecture-nestJS,https://github.com/royib/clean-architecture-nestJS,nestjs,codellama:7b-instruct,knowledge_graph,gemma2:9b,0,0.4568,81,44,"[""Endpoint: GET /"", ""Endpoint: GET /api/author"", ""Endpoint: GET /api/author/:id"", ""Endpoint: POST /api/author"", ""Endpoint: PUT /api/author/:id"", ""Endpoint: GET /api/book"", ""Endpoint: GET /api/book/:id"", ""Endpoint: POST /api/book"", ""Endpoint: PUT /api/book/:id"", ""Endpoint: GET /api/genre"", ""Endpoint: GET /api/genre/:id"", ""Endpoint: POST /api/genre"", ""Endpoint: PUT /api/genre/:id"", ""Class/Service: AppModule"", ""Class/Service: AppController"", ""Class/Service: AuthorController"", ""Class/Service: BookController"", ""Class/Service: GenreController"", ""Class/Service: CreateAuthorDto"", ""Class/Service: UpdateAuthorDto"", ""Class/Service: CreateBookDto"", ""Class/Service: UpdateBookDto"", ""Class/Service: CreateBookResponseDto"", ""Class/Service: CreateGenreDto"", ""Class/Service: UpdateGenreDto"", ""Class/Service: Author"", ""Class/Service: Book"", ""Class/Service: Genre"", ""Class/Service: SalesforceServicesModule"", ""Class/Service: SalesforceService"", ""Class/Service: MongoDataServicesModule"", ""Class/Service: MongoDataServices"", ""Class/Service: MongoGenericRepository"", ""Class/Service: CrmServicesModule"", ""Class/Service: DataServicesModule"", ""Class/Service: AuthorFactoryService"", ""Class/Service: AuthorUseCasesModule"", ""Class/Service: AuthorUseCases"", ""Class/Service: BookFactoryService"", ""Class/Service: BookUseCasesModule"", ""Class/Service: BookUseCases"", ""Class/Service: GenreFactoryService"", ""Class/Service: GenreUseCasesModule"", ""Class/Service: GenreUseCases""]",1,0,[],0.0909,11,['background worker'],1,100.9,2026-08-27 15:52:43,
node-express-sequelize-postgresql,https://github.com/bezkoder/node-express-sequelize-postgresql,express,gemma2:9b,raw,gemma2:9b,1,0.2667,15,11,"[""Framework: express ^4.18.2"", ""Dependency: pg"", ""Dependency: pg-hstore"", ""Endpoint: GET /api/tutorials"", ""Endpoint: POST /api/tutorials"", ""Endpoint: GET /api/tutorials/published"", ""Endpoint: GET /api/tutorials/:id"", ""Endpoint: PUT /api/tutorials/:id"", ""Endpoint: DELETE /api/tutorials/:id"", ""Endpoint: DELETE /api/tutorials"", ""Endpoint: GET /""]",1,0,[],0.1667,6,['Sequelize'],1,29.0,2026-08-27 15:54:24,
node-express-sequelize-postgresql,https://github.com/bezkoder/node-express-sequelize-postgresql,express,gemma2:9b,dependency_graph,gemma2:9b,1,0.4,15,9,"[""Framework: express ^4.18.2"", ""Endpoint: GET /api/tutorials"", ""Endpoint: POST /api/tutorials"", ""Endpoint: GET /api/tutorials/published"", ""Endpoint: GET /api/tutorials/:id"", ""Endpoint: PUT /api/tutorials/:id"", ""Endpoint: DELETE /api/tutorials/:id"", ""Endpoint: DELETE /api/tutorials"", ""Endpoint: GET /""]",1,0,[],0.0,6,[],1,19.2,2026-08-27 15:54:52,
node-express-sequelize-postgresql,https://github.com/bezkoder/node-express-sequelize-postgresql,express,gemma2:9b,knowledge_graph,gemma2:9b,1,0.4,15,9,"[""Framework: express ^4.18.2"", ""Endpoint: GET /api/tutorials"", ""Endpoint: POST /api/tutorials"", ""Endpoint: GET /api/tutorials/published"", ""Endpoint: GET /api/tutorials/:id"", ""Endpoint: PUT /api/tutorials/:id"", ""Endpoint: DELETE /api/tutorials/:id"", ""Endpoint: DELETE /api/tutorials"", ""Endpoint: GET /""]",1,0,[],0.0,9,[],1,22.8,2026-08-27 15:55:12,
node_passport_login,https://github.com/bradtraversy/node_passport_login,express,gemma2:9b,raw,gemma2:9b,1,0.5263,19,9,"[""Framework: express ^5.2.1"", ""Dependency: nodemon"", ""Endpoint: GET /"", ""Endpoint: GET /dashboard"", ""Endpoint: GET /users/register"", ""Endpoint: POST /users/register"", ""Endpoint: POST /users/login"", ""Endpoint: GET /users/logout"", ""Endpoint: GET /users/login""]",1,0,[],0.125,8,['Mongoose'],1,19.5,2026-08-27 15:55:35,
node_passport_login,https://github.com/bradtraversy/node_passport_login,express,gemma2:9b,dependency_graph,gemma2:9b,1,0.5789,19,8,"[""Framework: express ^5.2.1"", ""Endpoint: GET /"", ""Endpoint: GET /dashboard"", ""Endpoint: GET /users/register"", ""Endpoint: POST /users/register"", ""Endpoint: POST /users/login"", ""Endpoint: GET /users/logout"", ""Endpoint: GET /users/login""]",1,0,[],0.0,10,[],1,20.1,2026-08-27 15:55:54,
node_passport_login,https://github.com/bradtraversy/node_passport_login,express,gemma2:9b,knowledge_graph,gemma2:9b,1,0.5789,19,8,"[""Framework: express ^5.2.1"", ""Endpoint: GET /"", ""Endpoint: GET /dashboard"", ""Endpoint: GET /users/register"", ""Endpoint: POST /users/register"", ""Endpoint: POST /users/login"", ""Endpoint: GET /users/logout"", ""Endpoint: GET /users/login""]",1,0,[],0.0,11,[],1,19.7,2026-08-27 15:56:14,
node-express-boilerplate,https://github.com/hagopj13/node-express-boilerplate,express,gemma2:9b,raw,gemma2:9b,1,0.2105,57,45,"[""Framework: express ^4.17.1"", ""Language: javascript"", ""Dependency: compression"", ""Dependency: cross-env"", ""Dependency: express-mongo-sanitize"", ""Dependency: express-rate-limit"", ""Dependency: http-status"", ""Dependency: moment"", ""Dependency: passport"", ""Dependency: passport-jwt"", ""Dependency: pm2"", ""Dependency: swagger-jsdoc"", ""Dependency: swagger-ui-express"", ""Dependency: validator"", ""Dependency: winston"", ""Dependency: coveralls"", ""Dependency: eslint"", ""Dependency: eslint-config-airbnb-base"", ""Dependency: eslint-config-prettier"", ""Dependency: eslint-plugin-import"", ""Dependency: eslint-plugin-jest"", ""Dependency: eslint-plugin-prettier"", ""Dependency: eslint-plugin-security"", ""Dependency: faker"", ""Dependency: husky"", ""Dependency: jest"", ""Dependency: lint-staged"", ""Dependency: node-mocks-http"", ""Dependency: nodemon"", ""Dependency: prettier"", ""Dependency: supertest"", ""Endpoint: OPTIONS *"", ""Endpoint: POST /login"", ""Endpoint: POST /send-verification-email"", ""Endpoint: POST /reset-password"", ""Endpoint: POST /verify-email"", ""Endpoint: POST /logout"", ""Endpoint: POST /refresh-tokens"", ""Endpoint: POST /register"", ""Endpoint: POST /forgot-password"", ""Endpoint: GET /"", ""Endpoint: DELETE /:userId"", ""Endpoint: POST /"", ""Endpoint: PATCH /:userId"", ""Endpoint: GET /:userId""]",1,0,[],0.1538,13,"['MongoDB', 'mongo-sanitize']",1,87.3,2026-08-27 15:56:34,
node-express-boilerplate,https://github.com/hagopj13/node-express-boilerplate,express,gemma2:9b,dependency_graph,gemma2:9b,1,0.0351,57,55,"[""Framework: express ^4.17.1"", ""Dependency: bcryptjs"", ""Dependency: compression"", ""Dependency: cors"", ""Dependency: cross-env"", ""Dependency: dotenv"", ""Dependency: express"", ""Dependency: express-mongo-sanitize"", ""Dependency: express-rate-limit"", ""Dependency: helmet"", ""Dependency: http-status"", ""Dependency: joi"", ""Dependency: jsonwebtoken"", ""Dependency: moment"", ""Dependency: mongoose"", ""Dependency: morgan"", ""Dependency: nodemailer"", ""Dependency: passport"", ""Dependency: passport-jwt"", ""Dependency: pm2"", ""Dependency: swagger-jsdoc"", ""Dependency: swagger-ui-express"", ""Dependency: validator"", ""Dependency: winston"", ""Dependency: xss-clean"", ""Dependency: coveralls"", ""Dependency: eslint"", ""Dependency: eslint-config-airbnb-base"", ""Dependency: eslint-config-prettier"", ""Dependency: eslint-plugin-import"", ""Dependency: eslint-plugin-jest"", ""Dependency: eslint-plugin-prettier"", ""Dependency: eslint-plugin-security"", ""Dependency: faker"", ""Dependency: husky"", ""Dependency: jest"", ""Dependency: lint-staged"", ""Dependency: node-mocks-http"", ""Dependency: nodemon"", ""Dependency: prettier"", ""Dependency: supertest"", ""Endpoint: OPTIONS *"", ""Endpoint: POST /login"", ""Endpoint: POST /send-verification-email"", ""Endpoint: POST /reset-password"", ""Endpoint: POST /verify-email"", ""Endpoint: POST /logout"", ""Endpoint: POST /refresh-tokens"", ""Endpoint: POST /register"", ""Endpoint: POST /forgot-password"", ""Endpoint: GET /"", ""Endpoint: DELETE /:userId"", ""Endpoint: POST /"", ""Endpoint: PATCH /:userId"", ""Endpoint: GET /:userId""]",1,0,[],0.0,29,[],1,86.2,2026-08-27 15:58:01,
