repo_name,model,context_variant,judge_model,total_facts,covered_strict,covered_lenient,oracle_coverage_strict,oracle_coverage_lenient,judge_coverage_score,judge_coverage_judged,total_candidates,supported,unsupported,oracle_unsupported_rate,input_tokens,output_tokens,latency_ms,per_category_strict,per_category_lenient,rule_histogram,unsupported_samples
node-express-sequelize-postgresql,gemma2:9b,dependency_graph,mistral:7b-instruct,15,7,8,0.4667,0.5333,0.6667,1,0,0,0,0.0,505,115,26564,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.125}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 5, ""endpoint_path_only"": 1}",[]
node-express-sequelize-postgresql,gemma2:9b,knowledge_graph,mistral:7b-instruct,15,7,8,0.4667,0.5333,0.8,1,1,0,1,1.0,616,124,19997,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.125}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 5, ""endpoint_path_only"": 1}","[""Node.js""]"
node_passport_login,gemma2:9b,raw,mistral:7b-instruct,19,11,12,0.5789,0.6316,1.0,1,3,2,1,0.3333,2124,197,80242,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.9, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.9, ""Endpoint"": 0.1429}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 9, ""endpoint_path_only"": 1}","[""Node.js""]"
node_passport_login,gemma2:9b,dependency_graph,mistral:7b-instruct,19,12,13,0.6316,0.6842,1.0,1,1,0,1,1.0,509,199,36090,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.1429}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 10, ""endpoint_path_only"": 1}","[""Node.js""]"
node_passport_login,gemma2:9b,knowledge_graph,mistral:7b-instruct,19,12,13,0.6316,0.6842,0.6316,1,2,1,1,0.5,596,195,30938,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.1429}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 10, ""endpoint_path_only"": 1}","[""Node.js""]"
node-express-boilerplate,gemma2:9b,raw,mistral:7b-instruct,57,14,18,0.2456,0.3158,1.0,1,2,1,1,0.5,7315,201,99244,"{""Framework"": 1.0, ""Language"": 0.0, ""Dependency"": 0.325, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.325, ""Endpoint"": 0.2}","{""framework_name"": 1, ""language_abbrev"": 1, ""dep_exact"": 13, ""endpoint_path_only"": 3}","[""Node.js""]"
node-express-boilerplate,gemma2:9b,dependency_graph,mistral:7b-instruct,57,42,45,0.7368,0.7895,1.0,1,1,0,1,1.0,1684,386,101449,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.2}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40, ""endpoint_path_only"": 3}","[""Node.js""]"
node-express-boilerplate,gemma2:9b,knowledge_graph,mistral:7b-instruct,57,42,45,0.7368,0.7895,1.0,1,1,0,1,1.0,1195,362,74638,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.2}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40, ""endpoint_path_only"": 3}","[""Node.js""]"
express-mongoose-es6-rest-api,gemma2:9b,raw,mistral:7b-instruct,44,16,16,0.3636,0.3636,1.0,1,1,1,0,0.0,4549,190,100153,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.4118, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.4118, ""Endpoint"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 14}",[]
express-mongoose-es6-rest-api,gemma2:9b,dependency_graph,mistral:7b-instruct,44,36,36,0.8182,0.8182,1.0,1,1,0,1,1.0,749,327,69313,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 34}","[""Node.js""]"
express-mongoose-es6-rest-api,gemma2:9b,knowledge_graph,mistral:7b-instruct,44,35,35,0.7955,0.7955,1.0,1,1,0,1,1.0,792,254,47092,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.9706, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.9706, ""Endpoint"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 33}","[""Node.js""]"
express-rest-boilerplate,gemma2:9b,raw,mistral:7b-instruct,57,6,7,0.1053,0.1228,1.0,1,1,1,0,0.0,7386,173,97900,"{""Framework"": 1.0, ""Language"": 0.0, ""Dependency"": 0.125, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.125, ""Endpoint"": 0.0}","{""framework_name"": 1, ""language_abbrev"": 1, ""dep_exact"": 5}",[]
express-rest-boilerplate,gemma2:9b,dependency_graph,mistral:7b-instruct,57,42,42,0.7368,0.7368,1.0,1,1,0,1,1.0,1234,385,104700,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40}","[""Node.js""]"
express-rest-boilerplate,gemma2:9b,knowledge_graph,mistral:7b-instruct,57,41,41,0.7193,0.7193,0.9123,1,1,0,1,1.0,1141,312,64494,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.975, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.975, ""Endpoint"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 39}","[""Node.js""]"
node-express-mongodb-jwt-rest-api-skeleton,gemma2:9b,raw,mistral:7b-instruct,63,5,13,0.0794,0.2063,1.0,1,4,3,1,0.25,6968,138,108940,"{""Framework"": 1.0, ""Language"": 0.0, ""Dependency"": 0.1, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.1, ""Endpoint"": 0.3333}","{""framework_name"": 1, ""language_abbrev"": 1, ""dep_exact"": 4, ""endpoint_path_only"": 7}","[""Node.js""]"
node-express-mongodb-jwt-rest-api-skeleton,gemma2:9b,dependency_graph,mistral:7b-instruct,63,42,49,0.6667,0.7778,1.0,1,2,1,1,0.5,5254,465,172923,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.3333}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40, ""endpoint_path_only"": 7}","[""Node.js""]"
node-express-mongodb-jwt-rest-api-skeleton,gemma2:9b,knowledge_graph,mistral:7b-instruct,63,42,49,0.6667,0.7778,1.0,1,1,0,1,1.0,2400,353,102415,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.3333}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40, ""endpoint_path_only"": 7}","[""Node.js""]"
rest-api-nodejs-mongodb,gemma2:9b,raw,mistral:7b-instruct,33,7,8,0.2121,0.2424,1.0,1,0,0,0,0.0,6668,150,119909,"{""Framework"": 1.0, ""Language"": 0.0, ""Dependency"": 0.2857, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 0.0, ""Dependency"": 0.2857, ""Endpoint"": 0.1}","{""framework_name"": 1, ""dep_exact"": 6, ""endpoint_path_only"": 1}",[]
rest-api-nodejs-mongodb,gemma2:9b,dependency_graph,mistral:7b-instruct,33,23,24,0.697,0.7273,1.0,1,1,0,1,1.0,667,232,62309,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.1}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 21, ""endpoint_path_only"": 1}","[""Node.js""]"
rest-api-nodejs-mongodb,gemma2:9b,knowledge_graph,mistral:7b-instruct,33,23,24,0.697,0.7273,1.0,1,1,0,1,1.0,760,226,42844,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.1}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 21, ""endpoint_path_only"": 1}","[""Node.js""]"
express-sequelize-api-boilerplate,gemma2:9b,raw,mistral:7b-instruct,37,11,11,0.2973,0.2973,1.0,1,0,0,0,0.0,6110,190,115669,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.3, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.3, ""Endpoint"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 9}",[]
express-sequelize-api-boilerplate,gemma2:9b,dependency_graph,mistral:7b-instruct,37,32,33,0.8649,0.8919,1.0,1,7,6,1,0.1429,948,330,73981,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.2}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 30, ""endpoint_path_only"": 1}","[""Node.js""]"
express-sequelize-api-boilerplate,gemma2:9b,knowledge_graph,mistral:7b-instruct,37,31,32,0.8378,0.8649,1.0,1,7,6,1,0.1429,833,287,62289,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.9667, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.9667, ""Endpoint"": 0.2}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 29, ""endpoint_path_only"": 1}","[""Node.js""]"
api-design-node-v3,gemma2:9b,raw,mistral:7b-instruct,52,7,13,0.1346,0.25,1.0,1,1,0,1,1.0,4380,132,73224,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.1389, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.1389, ""Endpoint"": 0.4286}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 5, ""endpoint_path_only"": 6}","[""Node.js""]"
api-design-node-v3,gemma2:9b,dependency_graph,mistral:7b-instruct,52,38,50,0.7308,0.9615,1.0,1,6,5,1,0.1667,1031,334,81693,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.8571}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 36, ""endpoint_path_only"": 12}","[""Node.js""]"
api-design-node-v3,gemma2:9b,knowledge_graph,mistral:7b-instruct,52,38,50,0.7308,0.9615,1.0,1,6,5,1,0.1667,902,396,77787,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.8571}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 36, ""endpoint_path_only"": 12}","[""Node.js""]"
nestjs-realworld-example-app,gemma2:9b,raw,mistral:7b-instruct,82,6,7,0.0732,0.0854,1.0,1,2,2,0,0.0,6848,91,92327,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.125, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.125, ""Endpoint"": 0.0476, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 4, ""endpoint_path_only"": 1}",[]
nestjs-realworld-example-app,gemma2:9b,dependency_graph,mistral:7b-instruct,82,34,35,0.4146,0.4268,1.0,1,10,10,0,0.0,1585,263,94236,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0476, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 32, ""endpoint_path_only"": 1}",[]
nestjs-realworld-example-app,gemma2:9b,knowledge_graph,mistral:7b-instruct,82,34,35,0.4146,0.4268,0.0,0,10,10,0,0.0,1222,319,66926,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0476, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 32, ""endpoint_path_only"": 1}",[]
nestjs-prisma-starter,gemma2:9b,raw,mistral:7b-instruct,76,9,14,0.1184,0.1842,1.0,1,1,1,0,0.0,7121,162,125472,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.175, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.25, ""Endpoint"": 0.5, ""Class/Service"": 0.0312}","{""framework_name"": 1, ""language_exact"": 1, ""dep_scope_and_sub"": 3, ""dep_exact"": 7, ""endpoint_path_only"": 1, ""class_exact_ci"": 1}",[]
nestjs-prisma-starter,gemma2:9b,dependency_graph,mistral:7b-instruct,76,41,43,0.5395,0.5658,1.0,1,24,24,0,0.0,2008,436,135336,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.975, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.5, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 39, ""dep_scope_and_sub"": 1, ""endpoint_path_only"": 1}",[]
nestjs-prisma-starter,gemma2:9b,knowledge_graph,mistral:7b-instruct,76,42,43,0.5526,0.5658,1.0,1,25,25,0,0.0,1323,379,81960,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.5, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40, ""endpoint_path_only"": 1}",[]
nestjs-boilerplate,gemma2:9b,raw,mistral:7b-instruct,106,7,9,0.066,0.0849,1.0,1,3,3,0,0.0,6959,130,107290,"{""Framework"": 1.0, ""Language"": 0.0, ""Dependency"": 0.15, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 0.0, ""Dependency"": 0.175, ""Endpoint"": 0.0417, ""Class/Service"": 0.0}","{""framework_name"": 1, ""dep_exact"": 6, ""dep_scope_and_sub"": 1, ""endpoint_path_only"": 1}",[]
nestjs-boilerplate,gemma2:9b,knowledge_graph,mistral:7b-instruct,106,42,43,0.3962,0.4057,1.0,1,35,35,0,0.0,3982,747,274385,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0417, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40, ""endpoint_path_only"": 1}",[]
ack-nestjs-boilerplate,gemma2:9b,raw,mistral:7b-instruct,122,2,3,0.0164,0.0246,1.0,1,1,1,0,0.0,6842,185,112742,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.025, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_scope_and_sub"": 1}",[]
domain-driven-hexagon,gemma2:9b,raw,mistral:7b-instruct,85,8,13,0.0941,0.1529,1.0,1,0,0,0,0.0,6898,155,177645,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.15, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.2, ""Endpoint"": 1.0, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_scope_and_sub"": 2, ""dep_exact"": 6, ""endpoint_path_only"": 3}",[]
domain-driven-hexagon,gemma2:9b,dependency_graph,mistral:7b-instruct,85,42,45,0.4941,0.5294,1.0,1,21,21,0,0.0,4546,493,287245,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 1.0, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40, ""endpoint_path_only"": 3}",[]
domain-driven-hexagon,gemma2:9b,knowledge_graph,mistral:7b-instruct,85,42,45,0.4941,0.5294,1.0,1,21,21,0,0.0,2358,413,146619,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 1.0, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40, ""endpoint_path_only"": 3}",[]
nestjs-recipe,gemma2:9b,raw,mistral:7b-instruct,66,11,12,0.1667,0.1818,1.0,1,4,4,0,0.0,4949,167,124566,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.225, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.225, ""Endpoint"": 0.0, ""Class/Service"": 0.0588}","{""framework_name"": 1, ""language_exact"": 1, ""dep_unprefixed_scope"": 1, ""dep_exact"": 8, ""class_exact_ci"": 1}",[]
nestjs-recipe,gemma2:9b,dependency_graph,mistral:7b-instruct,66,43,43,0.6515,0.6515,0.0909,1,19,19,0,0.0,1376,336,85614,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0588}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0588}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40, ""class_exact_cs"": 1}",[]
nestjs-recipe,gemma2:9b,knowledge_graph,mistral:7b-instruct,66,43,44,0.6515,0.6667,1.0,1,19,19,0,0.0,990,419,91600,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0588}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.1176}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40, ""class_exact_ci"": 1, ""class_exact_cs"": 1}",[]
nestjs-starter-rest-api,gemma2:9b,raw,mistral:7b-instruct,95,4,5,0.0421,0.0526,1.0,1,0,0,0,0.0,7112,126,121244,"{""Framework"": 0.0, ""Language"": 1.0, ""Dependency"": 0.075, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 0.0, ""Language"": 1.0, ""Dependency"": 0.075, ""Endpoint"": 0.0769, ""Class/Service"": 0.0}","{""language_exact"": 1, ""dep_exact"": 3, ""endpoint_path_only"": 1}",[]
nestjs-starter-rest-api,gemma2:9b,dependency_graph,mistral:7b-instruct,95,43,45,0.4526,0.4737,0.4421,1,25,25,0,0.0,3770,461,237186,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.025}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0769, ""Class/Service"": 0.05}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40, ""endpoint_path_only"": 1, ""class_exact_cs"": 1, ""class_camel_split"": 1}",[]
nestjs-starter-rest-api,gemma2:9b,knowledge_graph,mistral:7b-instruct,95,43,45,0.4526,0.4737,0.4421,1,24,24,0,0.0,1933,502,136009,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.025}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0769, ""Class/Service"": 0.05}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40, ""endpoint_path_only"": 1, ""class_exact_cs"": 1, ""class_camel_split"": 1}",[]
clean-architecture-nestJS,gemma2:9b,raw,mistral:7b-instruct,81,4,7,0.0494,0.0864,1.0,1,1,1,0,0.0,6267,122,119685,"{""Framework"": 1.0, ""Language"": 0.0, ""Dependency"": 0.0938, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 0.0, ""Dependency"": 0.0938, ""Endpoint"": 0.0769, ""Class/Service"": 0.0588}","{""framework_name"": 1, ""dep_exact"": 3, ""endpoint_path_only"": 1, ""class_exact_ci"": 2}",[]
clean-architecture-nestJS,gemma2:9b,dependency_graph,mistral:7b-instruct,81,34,35,0.4198,0.4321,0.4568,1,14,14,0,0.0,2073,340,118452,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0769, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 32, ""endpoint_path_only"": 1}",[]
clean-architecture-nestJS,gemma2:9b,knowledge_graph,mistral:7b-instruct,81,34,35,0.4198,0.4321,0.4938,1,14,14,0,0.0,1507,284,65793,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0, ""Class/Service"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0769, ""Class/Service"": 0.0}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 32, ""endpoint_path_only"": 1}",[]
node-express-sequelize-postgresql,qwen2.5-coder:7b,raw,mistral:7b-instruct,15,6,7,0.4,0.4667,0.6,1,3,2,1,0.3333,1934,101,78745,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.8, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.8, ""Endpoint"": 0.125}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 4, ""endpoint_path_only"": 1}","[""Node.js""]"
node-express-sequelize-postgresql,qwen2.5-coder:7b,dependency_graph,mistral:7b-instruct,15,7,8,0.4667,0.5333,0.7333,1,1,0,1,1.0,447,96,9981,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.125}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 5, ""endpoint_path_only"": 1}","[""Node.js""]"
node-express-sequelize-postgresql,qwen2.5-coder:7b,knowledge_graph,mistral:7b-instruct,15,7,8,0.4667,0.5333,1.0,1,1,0,1,1.0,567,107,10582,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.125}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 5, ""endpoint_path_only"": 1}","[""Node.js""]"
node_passport_login,qwen2.5-coder:7b,raw,mistral:7b-instruct,19,10,11,0.5263,0.5789,1.0,1,3,2,1,0.3333,1775,105,52073,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.8, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.8, ""Endpoint"": 0.1429}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 8, ""endpoint_path_only"": 1}","[""Node.js""]"
node_passport_login,qwen2.5-coder:7b,dependency_graph,mistral:7b-instruct,19,12,13,0.6316,0.6842,1.0,1,2,1,1,0.5,463,122,12401,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.1429}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 10, ""endpoint_path_only"": 1}","[""Node.js""]"
node_passport_login,qwen2.5-coder:7b,knowledge_graph,mistral:7b-instruct,19,12,13,0.6316,0.6842,1.0,1,1,1,0,0.0,549,119,11556,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.1429}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 10, ""endpoint_path_only"": 1}",[]
node-express-boilerplate,qwen2.5-coder:7b,raw,mistral:7b-instruct,57,20,23,0.3509,0.4035,1.0,1,3,2,1,0.3333,6013,196,76316,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.45, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 0.45, ""Endpoint"": 0.2}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 18, ""endpoint_path_only"": 3}","[""Node.js""]"
node-express-boilerplate,qwen2.5-coder:7b,dependency_graph,mistral:7b-instruct,57,42,45,0.7368,0.7895,1.0,1,2,1,1,0.5,1329,306,35451,"{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.0}","{""Framework"": 1.0, ""Language"": 1.0, ""Dependency"": 1.0, ""Endpoint"": 0.2}","{""framework_name"": 1, ""language_exact"": 1, ""dep_exact"": 40, ""endpoint_path_only"": 3}","[""Node.js""]"
