repo_name,source_url,framework,model,context_variant,judge_model,self_judged,coverage_score,total_facts,missing_facts,missing_facts_list,coverage_judged,unmatched_verdict_items,unmatched_samples,hallucination_score,total_claims,unsupported_claims,hallucination_judged,elapsed_s,judged_at,error
domain-driven-hexagon,https://github.com/Sairyss/domain-driven-hexagon,nestjs,codellama:7b-instruct,dependency_graph,mistral:7b-instruct,0,0.1412,85,73,"[""Dependency: apollo-server-core"", ""Dependency: apollo-server-express"", ""Dependency: class-transformer"", ""Dependency: class-validator"", ""Dependency: dotenv"", ""Dependency: env-var"", ""Dependency: graphql"", ""Dependency: jest-cucumber"", ""Dependency: nanoid"", ""Dependency: nestjs-console"", ""Dependency: nestjs-request-context"", ""Dependency: nestjs-slonik"", ""Dependency: oxide.ts"", ""Dependency: reflect-metadata"", ""Dependency: rimraf"", ""Dependency: rxjs"", ""Dependency: slonik"", ""Dependency: uuid"", ""Dependency: zod"", ""Dependency: @nestjs/cli"", ""Dependency: @nestjs/schematics"", ""Dependency: @nestjs/testing"", ""Dependency: @types/express"", ""Dependency: @types/jest"", ""Dependency: @types/node"", ""Dependency: @types/supertest"", ""Dependency: @types/uuid"", ""Dependency: @typescript-eslint/eslint-plugin"", ""Dependency: @typescript-eslint/parser"", ""Dependency: dependency-cruiser"", ""Endpoint: POST /"", ""Endpoint: DELETE /"", ""Endpoint: GET /"", ""Class/Service: AppModule"", ""Class/Service: ApiErrorResponse"", ""Class/Service: IdResponse"", ""Class/Service: PaginatedQueryRequestDto"", ""Class/Service: ResponseBase"", ""Class/Service: AppRequestContext"", ""Class/Service: RequestContextService"", ""Class/Service: ContextInterceptor"", ""Class/Service: ExceptionInterceptor"", ""Class/Service: Command"", ""Class/Service: Paginated"", ""Class/Service: ArgumentInvalidException"", ""Class/Service: ArgumentNotProvidedException"", ""Class/Service: ArgumentOutOfRangeException"", ""Class/Service: ConflictException"", ""Class/Service: NotFoundException"", ""Class/Service: InternalServerErrorException"", ""Class/Service: Guard"", ""Class/Service: CreateUserCliController"", ""Class/Service: CreateUserCommand"", ""Class/Service: CreateUserHttpController"", ""Class/Service: CreateUserMessageController"", ""Class/Service: CreateUserRequestDto"", ""Class/Service: CreateUserService"", ""Class/Service: CreateUserGraphqlResolver"", ""Class/Service: CreateUserGqlRequestDto"", ""Class/Service: IdGqlResponse"", ""Class/Service: DeleteUserHttpController"", ""Class/Service: DeleteUserCommand"", ""Class/Service: DeleteUserService"", ""Class/Service: UserRepository"", ""Class/Service: UserAddressUpdatedDomainEvent"", ""Class/Service: UserCreatedDomainEvent"", ""Class/Service: UserDeletedDomainEvent"", ""Class/Service: UserRoleChangedDomainEvent"", ""Class/Service: UserEntity"", ""Class/Service: UserAlreadyExistsError"", ""Class/Service: Address"", ""Class/Service: UserGraphqlResponseDto"", ""Class/Service: UserPaginatedGraphqlResponseDto""]",1,0,[],0.8,5,"['GraphQL', 'TypeScript', 'JavaScript', 'database module for managing migrations and seeding the database']",1,149.8,2026-08-27 19:03:24,
domain-driven-hexagon,https://github.com/Sairyss/domain-driven-hexagon,nestjs,codellama:7b-instruct,knowledge_graph,mistral:7b-instruct,0,0.6,85,34,"[""Dependency: @nestjs/event-emitter"", ""Dependency: @nestjs/microservices"", ""Dependency: @nestjs/platform-express"", ""Dependency: @nestjs/swagger"", ""Dependency: @slonik/migrator"", ""Dependency: apollo-server-express"", ""Dependency: class-transformer"", ""Dependency: class-validator"", ""Dependency: dependency-cruiser"", ""Dependency: dotenv"", ""Dependency: env-var"", ""Dependency: graphql"", ""Dependency: jest-cucumber"", ""Dependency: nanoid"", ""Dependency: nestjs-console"", ""Dependency: nestjs-request-context"", ""Dependency: nestjs-slonik"", ""Dependency: oxide.ts"", ""Dependency: reflect-metadata"", ""Dependency: rimraf"", ""Dependency: rxjs"", ""Dependency: slonik"", ""Language: typescript"", ""Dependency: uuid"", ""Dependency: @nestjs/cli"", ""Dependency: @nestjs/schematics"", ""Dependency: @nestjs/testing"", ""Dependency: @types/express"", ""Dependency: @types/jest"", ""Dependency: @types/node"", ""Dependency: @types/supertest"", ""Dependency: @types/uuid"", ""Dependency: @typescript-eslint/eslint-plugin"", ""Dependency: @typescript-eslint/parser""]",1,13,"[""@apollographql/apollo-server-core"", ""eslint"", ""eslint-config-prettier"", ""eslint-plugin-prettier"", ""jest""]",0.3333,3,['TypeORM'],1,44.4,2026-08-27 19:05:54,
nestjs-recipe,https://github.com/arielweinberger/nestjs-recipe,nestjs,codellama:7b-instruct,raw,mistral:7b-instruct,0,0.1061,66,59,"[""Dependency: @hapi/joi"", ""Dependency: @nestjs/common"", ""Dependency: @nestjs/config"", ""Dependency: @nestjs/jwt"", ""Dependency: @nestjs/passport"", ""Dependency: @nestjs/platform-express"", ""Dependency: @nestjs/typeorm"", ""Dependency: @types/passport-jwt"", ""Dependency: class-transformer"", ""Dependency: class-validator"", ""Dependency: passport"", ""Dependency: passport-jwt"", ""Dependency: pg"", ""Dependency: reflect-metadata"", ""Dependency: rimraf"", ""Dependency: rxjs"", ""Dependency: @nestjs/cli"", ""Dependency: @nestjs/schematics"", ""Dependency: @nestjs/testing"", ""Dependency: @types/express"", ""Dependency: @types/hapi__joi"", ""Dependency: @types/jest"", ""Dependency: @types/node"", ""Dependency: @types/supertest"", ""Dependency: @typescript-eslint/eslint-plugin"", ""Dependency: @typescript-eslint/parser"", ""Dependency: eslint"", ""Dependency: eslint-config-prettier"", ""Dependency: eslint-plugin-prettier"", ""Dependency: jest"", ""Dependency: prettier"", ""Dependency: supertest"", ""Dependency: ts-jest"", ""Dependency: ts-loader"", ""Dependency: ts-node"", ""Dependency: tsconfig-paths"", ""Language: typescript"", ""Class/Service: AuthController"", ""Class/Service: AuthModule"", ""Class/Service: AuthService"", ""Class/Service: AuthCredentialsDto"", ""Class/Service: JwtStrategy"", ""Class/Service: User"", ""Class/Service: UsersRepository"", ""Class/Service: CreateTaskDto"", ""Class/Service: GetTasksFilterDto"", ""Class/Service: UpdateTaskStatusDto"", ""Class/Service: Task"", ""Class/Service: TasksController"", ""Class/Service: TasksModule"", ""Class/Service: TasksRepository"", ""Class/Service: TasksService"", ""Class/Service: TransformInterceptor"", ""Endpoint: POST /auth/signup"", ""Endpoint: POST /auth/signin"", ""Endpoint: GET /tasks/:id"", ""Endpoint: POST /tasks"", ""Endpoint: DELETE /tasks/:id"", ""Endpoint: PATCH /tasks/:id/status""]",1,0,[],0.25,4,['This repository contains a NestJS application that provides a RESTful API for managing tasks. It uses TypeORM for database access and JWT for authentication.'],1,65.2,2026-08-27 19:06:38,
nestjs-recipe,https://github.com/arielweinberger/nestjs-recipe,nestjs,codellama:7b-instruct,dependency_graph,mistral:7b-instruct,0,0.6667,66,22,"[""Endpoint: POST /auth/signup"", ""Endpoint: POST /auth/signin"", ""Endpoint: GET /tasks/:id"", ""Endpoint: DELETE /tasks/:id"", ""Endpoint: PATCH /tasks/:id/status"", ""Class/Service: AppModule"", ""Class/Service: AuthController"", ""Class/Service: AuthModule"", ""Class/Service: AuthService"", ""Class/Service: AuthCredentialsDto"", ""Class/Service: JwtStrategy"", ""Class/Service: User"", ""Class/Service: UsersRepository"", ""Class/Service: CreateTaskDto"", ""Class/Service: GetTasksFilterDto"", ""Class/Service: UpdateTaskStatusDto"", ""Class/Service: Task"", ""Class/Service: TasksController"", ""Class/Service: TasksModule"", ""Class/Service: TasksRepository"", ""Class/Service: TasksService"", ""Class/Service: TransformInterceptor""]",1,0,[],0.25,4,['PostgreSQL'],1,15.9,2026-08-27 19:07:43,
nestjs-recipe,https://github.com/arielweinberger/nestjs-recipe,nestjs,codellama:7b-instruct,knowledge_graph,mistral:7b-instruct,0,1.0,66,0,[],1,2,"[""HTTP server"", ""background worker""]",0.25,4,['This repository appears to be a NestJS project'],1,6.1,2026-08-27 19:07:59,
nestjs-starter-rest-api,https://github.com/monstar-lab-oss/nestjs-starter-rest-api,nestjs,codellama:7b-instruct,raw,mistral:7b-instruct,0,0.4842,95,49,"[""Dependency: bcrypt"", ""Dependency: class-transformer"", ""Dependency: class-validator"", ""Dependency: dotenv"", ""Dependency: joi"", ""Dependency: pg"", ""Dependency: reflect-metadata"", ""Dependency: rimraf"", ""Dependency: rxjs"", ""Dependency: swagger-ui-express"", ""Dependency: @commitlint/cli"", ""Dependency: @commitlint/config-conventional"", ""Dependency: @nestjs/cli"", ""Dependency: @nestjs/schematics"", ""Dependency: @nestjs/testing"", ""Dependency: @types/uuid"", ""Dependency: @types/bcrypt"", ""Dependency: @types/express"", ""Dependency: @types/jest"", ""Dependency: @types/node"", ""Dependency: @types/passport-jwt"", ""Dependency: @types/passport-local"", ""Dependency: @types/pg"", ""Dependency: @types/supertest"", ""Dependency: @typescript-eslint/eslint-plugin"", ""Dependency: @typescript-eslint/parser"", ""Dependency: winston"", ""Endpoint: GET /"", ""Endpoint: GET /users/:id"", ""Class/Service: CreateUsers1658910111727"", ""Class/Service: CreateArticleInput"", ""Class/Service: UpdateArticleInput"", ""Class/Service: ArticleOutput"", ""Class/Service: AuthorOutput"", ""Class/Service: Article"", ""Class/Service: ArticleAclService"", ""Class/Service: ArticleRepository"", ""Class/Service: ArticleService"", ""Class/Service: AuthTokenOutput"", ""Class/Service: UserAccessTokenClaims"", ""Class/Service: UserRefreshTokenClaims"", ""Class/Service: BaseAclService"", ""Class/Service: BaseApiResponse"", ""Class/Service: ExtendedBaseApiResponse"", ""Class/Service: BaseApiErrorObject"", ""Class/Service: BaseApiErrorResponse"", ""Class/Service: PaginationParamsDto"", ""Class/Service: BaseApiException"", ""Class/Service: AllExceptionsFilter""]",1,5,"[""@types/winston"", ""Endpoint: POST /users"", ""Endpoint: PATCH /users"", ""Endpoint: DELETE /users"", ""Endpoint: POST /users/:id""]",0.2,5,['PostgreSQL'],1,61.3,2026-08-27 19:08:05,
nestjs-starter-rest-api,https://github.com/monstar-lab-oss/nestjs-starter-rest-api,nestjs,codellama:7b-instruct,dependency_graph,mistral:7b-instruct,0,0.4421,95,53,"[""Endpoint: GET /"", ""Endpoint: POST /articles"", ""Endpoint: GET /articles"", ""Endpoint: GET /articles/:id"", ""Endpoint: PATCH /articles/:id"", ""Endpoint: DELETE /articles/:id"", ""Endpoint: POST /auth/login"", ""Endpoint: POST /auth/register"", ""Endpoint: POST /auth/refresh-token"", ""Endpoint: GET /users/me"", ""Endpoint: GET /users"", ""Endpoint: GET /users/:id"", ""Endpoint: PATCH /users/:id"", ""Class/Service: CreateUsers1658910111727"", ""Class/Service: CreateArticles1658910213536"", ""Class/Service: AppController"", ""Class/Service: AppModule"", ""Class/Service: AppService"", ""Class/Service: ArticleModule"", ""Class/Service: ArticleController"", ""Class/Service: CreateArticleInput"", ""Class/Service: UpdateArticleInput"", ""Class/Service: ArticleOutput"", ""Class/Service: AuthorOutput"", ""Class/Service: Article"", ""Class/Service: ArticleRepository"", ""Class/Service: ArticleAclService"", ""Class/Service: ArticleService"", ""Class/Service: AuthModule"", ""Class/Service: AuthController"", ""Class/Service: LoginInput"", ""Class/Service: RefreshTokenInput"", ""Class/Service: RegisterInput"", ""Class/Service: RegisterOutput"", ""Class/Service: AuthTokenOutput"", ""Class/Service: UserAccessTokenClaims"", ""Class/Service: UserRefreshTokenClaims"", ""Class/Service: JwtAuthGuard"", ""Class/Service: JwtRefreshGuard"", ""Class/Service: LocalAuthGuard"", ""Class/Service: RolesGuard"", ""Class/Service: AuthService"", ""Class/Service: JwtAuthStrategy"", ""Class/Service: JwtRefreshStrategy"", ""Class/Service: LocalStrategy"", ""Class/Service: BaseAclService"", ""Class/Service: BaseApiResponse"", ""Class/Service: ExtendedBaseApiResponse"", ""Class/Service: BaseApiErrorObject"", ""Class/Service: BaseApiErrorResponse"", ""Class/Service: PaginationParamsDto"", ""Class/Service: BaseApiException"", ""Class/Service: AllExceptionsFilter""]",1,0,[],0.2,5,['PostgreSQL'],1,86.9,2026-08-27 19:09:07,
nestjs-starter-rest-api,https://github.com/monstar-lab-oss/nestjs-starter-rest-api,nestjs,codellama:7b-instruct,knowledge_graph,mistral:7b-instruct,0,1.0,95,0,[],1,62,"[""FACT 34"", ""FACT 35"", ""FACT 36"", ""FACT 37"", ""FACT 38""]",0.25,4,['PostgreSQL'],1,57.7,2026-08-27 19:10:33,
clean-architecture-nestJS,https://github.com/royib/clean-architecture-nestJS,nestjs,codellama:7b-instruct,raw,mistral:7b-instruct,0,0.1235,81,71,"[""Framework: nestjs ^8.0.0"", ""Language: typescript"", ""Dependency: class-validator"", ""Dependency: reflect-metadata"", ""Dependency: rimraf"", ""Dependency: rxjs"", ""Dependency: @nestjs/cli"", ""Dependency: @nestjs/schematics"", ""Dependency: @nestjs/testing"", ""Dependency: @types/express"", ""Dependency: @types/jest"", ""Dependency: @types/node"", ""Dependency: @types/supertest"", ""Dependency: @typescript-eslint/eslint-plugin"", ""Dependency: @typescript-eslint/parser"", ""Dependency: eslint"", ""Dependency: eslint-config-prettier"", ""Dependency: eslint-plugin-prettier"", ""Dependency: jest"", ""Dependency: prettier"", ""Dependency: source-map-support"", ""Dependency: supertest"", ""Dependency: ts-jest"", ""Dependency: ts-loader"", ""Dependency: ts-node"", ""Dependency: tsconfig-paths"", ""Dependency: typescript"", ""Endpoint: GET /"", ""Endpoint: GET /api/author"", ""Endpoint: GET /api/author/:id"", ""Endpoint: POST /api/author"", ""Endpoint: PUT /api/author/:id"", ""Endpoint: GET /api/book"", ""Endpoint: GET /api/book/:id"", ""Endpoint: POST /api/book"", ""Endpoint: PUT /api/book/:id"", ""Endpoint: GET /api/genre"", ""Endpoint: GET /api/genre/:id"", ""Endpoint: POST /api/genre"", ""Endpoint: PUT /api/genre/:id"", ""Class/Service: AppModule"", ""Class/Service: AppController"", ""Class/Service: AuthorController"", ""Class/Service: BookController"", ""Class/Service: GenreController"", ""Class/Service: CreateAuthorDto"", ""Class/Service: UpdateAuthorDto"", ""Class/Service: CreateBookDto"", ""Class/Service: UpdateBookDto"", ""Class/Service: CreateBookResponseDto"", ""Class/Service: CreateGenreDto"", ""Class/Service: UpdateGenreDto"", ""Class/Service: Author"", ""Class/Service: Book"", ""Class/Service: Genre"", ""Class/Service: SalesforceServicesModule"", ""Class/Service: SalesforceService"", ""Class/Service: MongoDataServicesModule"", ""Class/Service: MongoDataServices"", ""Class/Service: MongoGenericRepository"", ""Class/Service: CrmServicesModule"", ""Class/Service: DataServicesModule"", ""Class/Service: AuthorFactoryService"", ""Class/Service: AuthorUseCasesModule"", ""Class/Service: AuthorUseCases"", ""Class/Service: BookFactoryService"", ""Class/Service: BookUseCasesModule"", ""Class/Service: BookUseCases"", ""Class/Service: GenreFactoryService"", ""Class/Service: GenreUseCasesModule"", ""Class/Service: GenreUseCases""]",1,0,[],0.3333,3,['MongoDB'],1,144.6,2026-08-27 19:11:31,
clean-architecture-nestJS,https://github.com/royib/clean-architecture-nestJS,nestjs,codellama:7b-instruct,dependency_graph,mistral:7b-instruct,0,0.8395,81,13,"[""Class/Service: SalesforceServicesModule"", ""Class/Service: SalesforceService"", ""Class/Service: CrmServicesModule"", ""Class/Service: DataServicesModule"", ""Class/Service: AuthorFactoryService"", ""Class/Service: AuthorUseCasesModule"", ""Class/Service: AuthorUseCases"", ""Class/Service: BookFactoryService"", ""Class/Service: BookUseCasesModule"", ""Class/Service: BookUseCases"", ""Class/Service: GenreFactoryService"", ""Class/Service: GenreUseCasesModule"", ""Class/Service: GenreUseCases""]",1,0,[],0.25,4,['MongoDB'],1,12.5,2026-08-27 19:13:56,
clean-architecture-nestJS,https://github.com/royib/clean-architecture-nestJS,nestjs,codellama:7b-instruct,knowledge_graph,mistral:7b-instruct,0,0.8395,81,13,"[""Class/Service: SalesforceServicesModule"", ""Class/Service: SalesforceService"", ""Class/Service: CrmServicesModule"", ""Class/Service: DataServicesModule"", ""Class/Service: AuthorFactoryService"", ""Class/Service: AuthorUseCasesModule"", ""Class/Service: AuthorUseCases"", ""Class/Service: BookFactoryService"", ""Class/Service: BookUseCasesModule"", ""Class/Service: BookUseCases"", ""Class/Service: GenreFactoryService"", ""Class/Service: GenreUseCasesModule"", ""Class/Service: GenreUseCases""]",1,0,[],0.25,4,['Mongoose'],1,16.8,2026-08-27 19:14:08,
node-express-sequelize-postgresql,https://github.com/bezkoder/node-express-sequelize-postgresql,express,gemma2:9b,raw,mistral:7b-instruct,0,0.8667,15,2,"[""Dependency: pg"", ""Dependency: pg-hstore""]",1,0,[],0.25,4,['This repository contains a Node.js application that manages tutorials. It uses a database to store tutorial information'],1,7.0,2026-08-27 19:14:25,
node-express-sequelize-postgresql,https://github.com/bezkoder/node-express-sequelize-postgresql,express,gemma2:9b,dependency_graph,mistral:7b-instruct,0,0.5333,15,7,"[""Framework: express ^4.18.2"", ""Endpoint: GET /"", ""Endpoint: GET /api/tutorials/published"", ""Endpoint: GET /api/tutorials/:id"", ""Endpoint: PUT /api/tutorials/:id"", ""Endpoint: DELETE /api/tutorials/:id"", ""Endpoint: DELETE /api/tutorials""]",1,0,[],0.5,4,"['This repository appears to contain a simple web application.', 'It defines a route for handling tutorial-related requests and uses a database for data persistence.']",1,13.4,2026-08-27 19:14:32,
node-express-sequelize-postgresql,https://github.com/bezkoder/node-express-sequelize-postgresql,express,gemma2:9b,knowledge_graph,mistral:7b-instruct,0,0.8,15,3,"[""Framework: express ^4.18.2"", ""Endpoint: GET /api/tutorials/published"", ""Endpoint: DELETE /api/tutorials""]",1,0,[],0.2,5,['sequelize'],1,10.6,2026-08-27 19:14:45,
node_passport_login,https://github.com/bradtraversy/node_passport_login,express,gemma2:9b,raw,mistral:7b-instruct,0,0.9474,19,1,"[""Dependency: nodemon""]",1,0,[],0.0,6,[],1,4.1,2026-08-27 19:14:56,
node_passport_login,https://github.com/bradtraversy/node_passport_login,express,gemma2:9b,dependency_graph,mistral:7b-instruct,0,0.6316,19,7,"[""Endpoint: GET /"", ""Endpoint: GET /dashboard"", ""Endpoint: GET /users/register"", ""Endpoint: POST /users/register"", ""Endpoint: POST /users/login"", ""Endpoint: GET /users/logout"", ""Endpoint: GET /users/login""]",1,0,[],0.2,5,['Mongoose'],1,11.7,2026-08-27 19:15:00,
node_passport_login,https://github.com/bradtraversy/node_passport_login,express,gemma2:9b,knowledge_graph,mistral:7b-instruct,0,0.6316,19,7,"[""Endpoint: GET /"", ""Endpoint: GET /dashboard"", ""Endpoint: GET /users/register"", ""Endpoint: POST /users/register"", ""Endpoint: POST /users/login"", ""Endpoint: GET /users/logout"", ""Endpoint: GET /users/login""]",1,0,[],0.0,5,[],1,8.9,2026-08-27 19:15:12,
node-express-boilerplate,https://github.com/hagopj13/node-express-boilerplate,express,gemma2:9b,raw,mistral:7b-instruct,0,0.1579,57,48,"[""Framework: express ^4.17.1"", ""Language: javascript"", ""Dependency: helmet"", ""Dependency: http-status"", ""Dependency: moment"", ""Dependency: jsonwebtoken"", ""Dependency: joi"", ""Dependency: mongoose"", ""Dependency: morgan"", ""Dependency: nodemailer"", ""Dependency: passport"", ""Dependency: passport-jwt"", ""Dependency: pm2"", ""Dependency: swagger-jsdoc"", ""Dependency: swagger-ui-express"", ""Dependency: validator"", ""Dependency: winston"", ""Dependency: xss-clean"", ""Dependency: coveralls"", ""Dependency: eslint"", ""Dependency: eslint-config-airbnb-base"", ""Dependency: eslint-config-prettier"", ""Dependency: eslint-plugin-import"", ""Dependency: eslint-plugin-jest"", ""Dependency: eslint-plugin-prettier"", ""Dependency: eslint-plugin-security"", ""Dependency: faker"", ""Dependency: husky"", ""Dependency: jest"", ""Dependency: lint-staged"", ""Dependency: node-mocks-http"", ""Dependency: nodemon"", ""Dependency: prettier"", ""Dependency: supertest"", ""Endpoint: OPTIONS *"", ""Endpoint: POST /send-verification-email"", ""Endpoint: POST /reset-password"", ""Endpoint: POST /verify-email"", ""Endpoint: POST /logout"", ""Endpoint: POST /refresh-tokens"", ""Endpoint: DELETE /:userId"", ""Endpoint: PATCH /:userId"", ""Endpoint: GET /:userId"", ""Endpoint: GET /"", ""Endpoint: POST /"", ""Endpoint: POST /forgot-password"", ""Endpoint: POST /login"", ""Endpoint: POST /register""]",1,0,[],0.1667,6,['MongoDB'],1,93.2,2026-08-27 19:15:21,
node-express-boilerplate,https://github.com/hagopj13/node-express-boilerplate,express,gemma2:9b,dependency_graph,mistral:7b-instruct,0,0.2632,57,42,"[""Framework: express ^4.17.1"", ""Language: javascript"", ""Dependency: compression"", ""Dependency: cors"", ""Dependency: coveralls"", ""Dependency: express"", ""Dependency: helmet"", ""Dependency: http-status"", ""Dependency: moment"", ""Dependency: morgan"", ""Dependency: nodemailer"", ""Dependency: pm2"", ""Dependency: swagger-jsdoc"", ""Dependency: winston"", ""Dependency: xss-clean"", ""Dependency: eslint-config-airbnb-base"", ""Dependency: eslint-config-prettier"", ""Dependency: eslint-plugin-import"", ""Dependency: eslint-plugin-jest"", ""Dependency: eslint-plugin-prettier"", ""Dependency: eslint-plugin-security"", ""Dependency: faker"", ""Dependency: husky"", ""Dependency: jest"", ""Dependency: lint-staged"", ""Dependency: node-mocks-http"", ""Dependency: nodemon"", ""Dependency: prettier"", ""Dependency: supertest"", ""Endpoint: OPTIONS *"", ""Endpoint: POST /send-verification-email"", ""Endpoint: POST /reset-password"", ""Endpoint: POST /verify-email"", ""Endpoint: POST /logout"", ""Endpoint: POST /refresh-tokens"", ""Endpoint: POST /register"", ""Endpoint: POST /forgot-password"", ""Endpoint: GET /"", ""Endpoint: DELETE /:userId"", ""Endpoint: POST /"", ""Endpoint: PATCH /:userId"", ""Endpoint: GET /:userId""]",1,0,[],0.0,5,[],1,78.8,2026-08-27 19:16:54,
node-express-boilerplate,https://github.com/hagopj13/node-express-boilerplate,express,gemma2:9b,knowledge_graph,mistral:7b-instruct,0,0.3158,57,39,"[""Framework: express ^4.17.1"", ""Language: javascript"", ""Dependency: compression"", ""Dependency: cors"", ""Dependency: coveralls"", ""Dependency: express-mongo-sanitize"", ""Dependency: helmet"", ""Dependency: http-status"", ""Dependency: moment"", ""Dependency: morgan"", ""Dependency: nodemailer"", ""Dependency: pm2"", ""Dependency: swagger-jsdoc"", ""Dependency: winston"", ""Dependency: xss-clean"", ""Dependency: eslint-config-airbnb-base"", ""Dependency: eslint-config-prettier"", ""Dependency: eslint-plugin-import"", ""Dependency: eslint-plugin-jest"", ""Dependency: eslint-plugin-prettier"", ""Dependency: eslint-plugin-security"", ""Dependency: faker"", ""Dependency: husky"", ""Dependency: lint-staged"", ""Dependency: nodemon"", ""Dependency: prettier"", ""Endpoint: OPTIONS *"", ""Endpoint: POST /send-verification-email"", ""Endpoint: POST /reset-password"", ""Endpoint: POST /verify-email"", ""Endpoint: POST /logout"", ""Endpoint: POST /refresh-tokens"", ""Endpoint: POST /register"", ""Endpoint: POST /forgot-password"", ""Endpoint: GET /"", ""Endpoint: DELETE /:userId"", ""Endpoint: POST /"", ""Endpoint: PATCH /:userId"", ""Endpoint: GET /:userId""]",1,0,[],0.0,7,[],1,72.6,2026-08-27 19:18:13,
express-mongoose-es6-rest-api,https://github.com/kunalkapadia/express-mongoose-es6-rest-api,express,gemma2:9b,raw,mistral:7b-instruct,0,0.3636,44,28,"[""Framework: express 4.16.3"", ""Dependency: bluebird"", ""Dependency: debug"", ""Dependency: dotenv"", ""Dependency: http-status"", ""Dependency: joi"", ""Dependency: morgan"", ""Dependency: supertest"", ""Dependency: supertest-as-promised"", ""Dependency: validate-commit-msg"", ""Dependency: chai"", ""Dependency: commitizen"", ""Dependency: coveralls"", ""Dependency: cross-env"", ""Dependency: cz-conventional-changelog"", ""Dependency: eslint"", ""Dependency: eslint-config-airbnb-base"", ""Dependency: eslint-plugin-import"", ""Dependency: eslint-watch"", ""Dependency: husky"", ""Dependency: istanbul"", ""Dependency: winston"", ""Endpoint: GET /api/health-check"", ""Endpoint: POST /api/auth/login"", ""Endpoint: GET /api/auth/random-number"", ""Endpoint: GET /api/users/:userId"", ""Endpoint: PUT /api/users/:userId"", ""Endpoint: DELETE /api/users/:userId""]",1,0,[],0.2,5,['Mongoose'],1,42.1,2026-08-27 19:19:25,
express-mongoose-es6-rest-api,https://github.com/kunalkapadia/express-mongoose-es6-rest-api,express,gemma2:9b,dependency_graph,mistral:7b-instruct,0,0.8182,44,8,"[""Endpoint: GET /api/health-check"", ""Endpoint: POST /api/auth/login"", ""Endpoint: GET /api/auth/random-number"", ""Endpoint: POST /api/users"", ""Endpoint: GET /api/users"", ""Endpoint: DELETE /api/users/:userId"", ""Endpoint: GET /api/users/:userId"", ""Endpoint: PUT /api/users/:userId""]",1,0,[],0.2,5,['mongoose'],1,15.7,2026-08-27 19:20:07,
express-mongoose-es6-rest-api,https://github.com/kunalkapadia/express-mongoose-es6-rest-api,express,gemma2:9b,knowledge_graph,mistral:7b-instruct,0,0.1364,44,38,"[""Framework: express 4.16.3"", ""Dependency: cookie-parser"", ""Dependency: cors"", ""Dependency: debug"", ""Dependency: dotenv"", ""Dependency: express"", ""Dependency: express-winston"", ""Dependency: helmet"", ""Dependency: http-status"", ""Dependency: joi"", ""Dependency: jsonwebtoken"", ""Dependency: method-override"", ""Dependency: mongoose"", ""Dependency: morgan"", ""Dependency: winston"", ""Dependency: chai"", ""Dependency: commitizen"", ""Dependency: coveralls"", ""Dependency: cross-env"", ""Dependency: cz-conventional-changelog"", ""Dependency: eslint"", ""Dependency: eslint-config-airbnb-base"", ""Dependency: eslint-plugin-import"", ""Dependency: eslint-watch"", ""Dependency: husky"", ""Dependency: istanbul"", ""Dependency: mocha"", ""Dependency: supertest"", ""Dependency: supertest-as-promised"", ""Dependency: validate-commit-msg"", ""Endpoint: GET /api/health-check"", ""Endpoint: POST /api/auth/login"", ""Endpoint: GET /api/auth/random-number"", ""Endpoint: POST /api/users"", ""Endpoint: GET /api/users"", ""Endpoint: DELETE /api/users/:userId"", ""Endpoint: GET /api/users/:userId"", ""Endpoint: PUT /api/users/:userId""]",1,0,[],0.2,5,['mongoose'],1,50.2,2026-08-27 19:20:23,
express-rest-boilerplate,https://github.com/danielfsousa/express-rest-boilerplate,express,gemma2:9b,raw,mistral:7b-instruct,0,0.1228,57,50,"[""Framework: express ^4.15.2"", ""Language: javascript"", ""Dependency: axios"", ""Dependency: bluebird"", ""Dependency: body-parser"", ""Dependency: compression"", ""Dependency: cors"", ""Dependency: cross-env"", ""Dependency: dotenv-safe"", ""Dependency: email-templates"", ""Dependency: helmet"", ""Dependency: http-status"", ""Dependency: joi"", ""Dependency: jwt-simple"", ""Dependency: lodash"", ""Dependency: method-override"", ""Dependency: moment-timezone"", ""Dependency: mongoose"", ""Dependency: morgan"", ""Dependency: nodemailer"", ""Dependency: passport"", ""Dependency: passport-http-bearer"", ""Dependency: passport-jwt"", ""Dependency: pm2"", ""Dependency: pug"", ""Dependency: uuid"", ""Dependency: winston"", ""Dependency: apidoc"", ""Dependency: chai"", ""Dependency: chai-as-promised"", ""Dependency: coveralls"", ""Dependency: eslint"", ""Dependency: eslint-config-airbnb-base"", ""Dependency: eslint-plugin-import"", ""Dependency: husky"", ""Dependency: mocha"", ""Dependency: nodemon"", ""Dependency: nyc"", ""Dependency: opn-cli"", ""Endpoint: POST /v1/auth/reset-password"", ""Endpoint: GET /v1/status"", ""Endpoint: GET /v1/users/:userId"", ""Endpoint: GET /v1/users"", ""Endpoint: GET /v1/users/profile"", ""Endpoint: PUT /v1/users/:userId"", ""Endpoint: DELETE /v1/users/:userId"", ""Endpoint: POST /v1/users"", ""Endpoint: PATCH /v1/users/:userId"", ""Endpoint: POST /v1/auth/facebook"", ""Endpoint: POST /v1/auth/google""]",1,2,"[""49. Dependency: passport-facebook"", ""50. Dependency: passport-google""]",0.1667,6,['Mongoose'],1,110.6,2026-08-27 19:21:13,
